"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Wyoming County, PA"	"42131"	10	54843	Unreliable
	"York County, PA"	"42133"	153	889822	17.19
	"Kent County, RI"	"44003"	44	328374	13.40
	"Newport County, RI"	"44005"	33	166244	19.85
	"Providence County, RI"	"44007"	152	1271030	11.96
	"Washington County, RI"	"44009"	33	252438	13.07
	"Aiken County, SC"	"45003"	51	335637	15.19
	"Anderson County, SC"	"45007"	60	395328	15.18
	"Beaufort County, SC"	"45013"	63	369993	17.03
	"Berkeley County, SC"	"45015"	43	428835	10.03
	"Charleston County, SC"	"45019"	96	797922	12.03
	"Cherokee County, SC"	"45021"	11	113751	Unreliable
	"Chester County, SC"	"45023"	21	64482	32.57
	"Chesterfield County, SC"	"45025"	12	91961	Unreliable
	"Clarendon County, SC"	"45027"	15	68008	Unreliable
	"Darlington County, SC"	"45031"	23	134499	17.10
	"Dorchester County, SC"	"45035"	48	310229	15.47
	"Florence County, SC"	"45041"	44	277308	15.87
	"Georgetown County, SC"	"45043"	19	123006	Unreliable
	"Greenville County, SC"	"45045"	144	1005603	14.32
	"Greenwood County, SC"	"45047"	21	140488	14.95
	"Horry County, SC"	"45051"	112	655610	17.08
	"Kershaw County, SC"	"45055"	17	129133	Unreliable
	"Lancaster County, SC"	"45057"	25	182144	13.73
	"Laurens County, SC"	"45059"	23	133625	17.21
	"Lexington County, SC"	"45063"	70	576838	12.14
	"Marion County, SC"	"45067"	14	63019	Unreliable
	"Marlboro County, SC"	"45069"	16	53770	Unreliable
	"Newberry County, SC"	"45071"	12	76567	Unreliable
	"Oconee County, SC"	"45073"	27	153625	17.58
	"Orangeburg County, SC"	"45075"	34	175379	19.39
	"Pickens County, SC"	"45077"	39	246342	15.83
	"Richland County, SC"	"45079"	121	821141	14.74
	"Spartanburg County, SC"	"45083"	79	608317	12.99
	"Sumter County, SC"	"45085"	29	214243	13.54
	"Williamsburg County, SC"	"45089"	12	63088	Unreliable
	"York County, SC"	"45091"	63	524965	12.00
	"Brown County, SD"	"46013"	13	78306	Unreliable
	"Codington County, SD"	"46029"	15	56162	Unreliable
	"Minnehaha County, SD"	"46099"	46	375934	12.24
	"Pennington County, SD"	"46103"	20	219513	9.11
	"Anderson County, TN"	"47001"	32	152193	21.03
	"Bedford County, TN"	"47003"	10	95601	Unreliable
	"Blount County, TN"	"47009"	33	258599	12.76
	"Bradley County, TN"	"47011"	28	210050	13.33
	"Campbell County, TN"	"47013"	15	79362	Unreliable
	"Carter County, TN"	"47019"	15	112990	Unreliable
	"Cheatham County, TN"	"47021"	13	80210	Unreliable
	"Cocke County, TN"	"47029"	13	70775	Unreliable
	"Coffee County, TN"	"47031"	16	109716	Unreliable
	"Cumberland County, TN"	"47035"	24	117733	20.39
	"Davidson County, TN"	"47037"	190	1375653	13.81
	"Dickson County, TN"	"47043"	17	105023	Unreliable
	"Dyer County, TN"	"47045"	15	75171	Unreliable
	"Franklin County, TN"	"47051"	12	83352	Unreliable
	"Gibson County, TN"	"47053"	17	98512	Unreliable
	"Giles County, TN"	"47055"	12	58708	Unreliable
	"Greene County, TN"	"47059"	13	137423	Unreliable
	"Hamblen County, TN"	"47063"	16	128062	Unreliable
	"Hamilton County, TN"	"47065"	101	719351	14.04
	"Hawkins County, TN"	"47073"	19	113022	Unreliable
	"Henderson County, TN"	"47077"	14	55573	Unreliable
	"Jefferson County, TN"	"47089"	18	107339	Unreliable
	"Knox County, TN"	"47093"	113	917992	12.31
	"Lauderdale County, TN"	"47097"	12	52047	Unreliable
	"Lawrence County, TN"	"47099"	17	86477	Unreliable
	"Lincoln County, TN"	"47103"	19	67396	Unreliable
	"Loudon County, TN"	"47105"	18	103606	Unreliable
	"McMinn County, TN"	"47107"	14	105727	Unreliable
	"McNairy County, TN"	"47109"	11	51939	Unreliable
	"Madison County, TN"	"47113"	34	195306	17.41
	"Marion County, TN"	"47115"	12	56871	Unreliable
	"Maury County, TN"	"47119"	16	182144	Unreliable
	"Monroe County, TN"	"47123"	10	92210	Unreliable
	"Montgomery County, TN"	"47125"	34	395916	8.59
	"Obion County, TN"	"47131"	11	60963	Unreliable
	"Putnam County, TN"	"47141"	21	153605	13.67
	"Roane County, TN"	"47145"	22	105910	20.77
	"Robertson County, TN"	"47147"	21	139342	15.07
	"Rutherford County, TN"	"47149"	57	625408	9.11
	"Sevier County, TN"	"47155"	32	194311	16.47
	"Shelby County, TN"	"47157"	306	1871564	16.35
	"Sullivan County, TN"	"47163"	53	313825	16.89
	"Sumner County, TN"	"47165"	49	363608	13.48
	"Tipton County, TN"	"47167"	22	122669	17.93
	"Unicoi County, TN"	"47171"	12	35478	Unreliable
	"Warren County, TN"	"47177"	16	81167	Unreliable
	"Washington County, TN"	"47179"	35	255246	13.71
	"Weakley County, TN"	"47183"	14	66844	Unreliable
	"White County, TN"	"47185"	10	53406	Unreliable
	"Williamson County, TN"	"47187"	54	445364	12.12
	"Wilson County, TN"	"47189"	32	269223	11.89
	"Anderson County, TX"	"48001"	12	115475	Unreliable
	"Angelina County, TX"	"48005"	14	175596	Unreliable
	"Aransas County, TX"	"48007"	11	51293	Unreliable
	"Atascosa County, TX"	"48013"	14	97778	Unreliable
	"Bastrop County, TX"	"48021"	21	167494	12.54
	"Bell County, TX"	"48027"	72	688244	10.46
	"Bexar County, TX"	"48029"	421	3887258	10.83
	"Bowie County, TX"	"48037"	26	187872	13.84
	"Brazoria County, TX"	"48039"	66	716652	9.21
	"Brazos County, TX"	"48041"	25	443247	5.64
	"Brown County, TX"	"48049"	15	76324	Unreliable
	"Burnet County, TX"	"48053"	16	93047	Unreliable
	"Callahan County, TX"	"48059"	10	27766	Unreliable
	"Cameron County, TX"	"48061"	88	845860	10.40
	"Collin County, TX"	"48085"	147	1909188	7.70
	"Comal County, TX"	"48091"	31	275797	11.24
	"Coryell County, TX"	"48099"	10	149599	Unreliable
	"Dallas County, TX"	"48113"	557	5193132	10.73
	"Denton County, TX"	"48121"	161	1642390	9.80
	"Ector County, TX"	"48135"	43	314549	13.67
	"Ellis County, TX"	"48139"	38	342119	11.11
	"El Paso County, TX"	"48141"	174	1678328	10.37
	"Fannin County, TX"	"48147"	12	68477	Unreliable
	"Fayette County, TX"	"48149"	11	50421	Unreliable
	"Fort Bend County, TX"	"48157"	155	1506065	10.29
	"Galveston County, TX"	"48167"	94	664467	14.15
	"Grayson County, TX"	"48181"	34	259375	13.11
	"Gregg County, TX"	"48183"	38	247112	15.38
	"Guadalupe County, TX"	"48187"	36	314924	11.43
	"Hale County, TX"	"48189"	13	68397	Unreliable
	"Hardin County, TX"	"48199"	13	113461	Unreliable
	"Harris County, TX"	"48201"	888	9242908	9.61
	"Harrison County, TX"	"48203"	24	133195	18.02
	"Hays County, TX"	"48209"	41	418955	9.79
	"Henderson County, TX"	"48213"	21	160965	13.05
	"Hidalgo County, TX"	"48215"	149	1710504	8.71
	"Hood County, TX"	"48221"	12	115130	Unreliable
	"Hopkins County, TX"	"48223"	10	72896	Unreliable
	"Hunt County, TX"	"48231"	23	185945	12.37
	"Jasper County, TX"	"48241"	13	71209	Unreliable
	"Jefferson County, TX"	"48245"	56	510978	10.96
	"Johnson County, TX"	"48251"	46	330575	13.92
	"Kaufman County, TX"	"48257"	22	241233	9.12
	"Kleberg County, TX"	"48273"	11	62778	Unreliable
	"Lamar County, TX"	"48277"	10	99378	Unreliable
	"Lampasas County, TX"	"48281"	10	41787	Unreliable
	"Liberty County, TX"	"48291"	20	165362	12.09
	"Llano County, TX"	"48299"	13	41572	Unreliable
	"Lubbock County, TX"	"48303"	70	608362	11.51
	"McLennan County, TX"	"48309"	65	499193	13.02
	"Matagorda County, TX"	"48321"	10	74027	Unreliable
	"Maverick County, TX"	"48323"	10	115901	Unreliable
	"Medina County, TX"	"48325"	12	99349	Unreliable
	"Midland County, TX"	"48329"	32	327614	9.77
	"Milam County, TX"	"48331"	12	49924	Unreliable
	"Montague County, TX"	"48337"	10	38953	Unreliable
	"Montgomery County, TX"	"48339"	114	1127137	10.11
	"Nacogdoches County, TX"	"48347"	10	131386	Unreliable
	"Navarro County, TX"	"48349"	13	97224	Unreliable
	"Nueces County, TX"	"48355"	87	722571	12.04
	"Orange County, TX"	"48361"	17	170011	Unreliable
	"Parker County, TX"	"48367"	30	262904	11.41
	"Polk County, TX"	"48373"	16	97078	Unreliable
	"Potter County, TX"	"48375"	19	241290	Unreliable
	"Randall County, TX"	"48381"	29	266943	10.86
	"Rockwall County, TX"	"48397"	23	190766	12.06
	"San Patricio County, TX"	"48409"	14	134870	Unreliable
	"Smith County, TX"	"48423"	52	453017	11.48
	"Starr County, TX"	"48427"	10	128576	Unreliable
	"Tarrant County, TX"	"48439"	424	4071347	10.41
	"Taylor County, TX"	"48441"	49	272825	17.96
	"Tom Green County, TX"	"48451"	34	236405	14.38
	"Travis County, TX"	"48453"	187	2426021	7.71
	"Upshur County, TX"	"48459"	18	82250	Unreliable
	"Uvalde County, TX"	"48463"	11	54417	Unreliable
	"Val Verde County, TX"	"48465"	12	98086	Unreliable
	"Van Zandt County, TX"	"48467"	14	109537	Unreliable
	"Victoria County, TX"	"48469"	26	184551	14.09
	"Webb County, TX"	"48479"	44	545987	8.06
	"Wharton County, TX"	"48481"	15	83703	Unreliable
	"Wichita County, TX"	"48485"	39	263838	14.78
	"Williamson County, TX"	"48491"	108	1076263	10.03
	"Wise County, TX"	"48497"	26	130636	19.90
	"Wood County, TX"	"48499"	13	88541	Unreliable
	"Cache County, UT"	"49005"	17	247191	Unreliable
	"Davis County, UT"	"49011"	45	689918	6.52
	"Iron County, UT"	"49021"	11	100938	Unreliable
	"Salt Lake County, UT"	"49035"	248	2257003	10.99
	"Tooele County, UT"	"49045"	11	132289	Unreliable
	"Utah County, UT"	"49049"	73	1198724	6.09
	"Washington County, UT"	"49053"	34	325907	10.43
	"Weber County, UT"	"49057"	41	499329	8.21
	"Chittenden County, VT"	"50007"	27	323903	8.34
	"Franklin County, VT"	"50011"	11	97940	Unreliable
	"Rutland County, VT"	"50021"	18	118397	Unreliable
	"Washington County, VT"	"50023"	19	116794	Unreliable
	"Windham County, VT"	"50025"	15	86014	Unreliable
	"Windsor County, VT"	"50027"	12	110596	Unreliable
	"Accomack County, VA"	"51001"	15	65492	Unreliable
	"Albemarle County, VA"	"51003"	32	214580	14.91
	"Arlington County, VA"	"51013"	27	465015	5.81
	"Augusta County, VA"	"51015"	19	150141	Unreliable
	"Bedford County, VA"	"51019"	30	155934	19.24
	"Botetourt County, VA"	"51023"	13	66423	Unreliable
	"Buchanan County, VA"	"51027"	12	43692	Unreliable
	"Campbell County, VA"	"51031"	23	109962	20.92
	"Caroline County, VA"	"51033"	12	60639	Unreliable
	"Chesterfield County, VA"	"51041"	86	682608	12.60
	"Culpeper County, VA"	"51047"	18	101365	Unreliable
	"Fairfax County, VA"	"51059"	232	2287085	10.14
	"Fauquier County, VA"	"51061"	18	138534	Unreliable
	"Franklin County, VA"	"51067"	18	112514	Unreliable
	"Frederick County, VA"	"51069"	30	170905	17.55
	"Gloucester County, VA"	"51073"	12	74506	Unreliable
	"Halifax County, VA"	"51083"	16	69555	Unreliable
	"Hanover County, VA"	"51085"	35	210315	16.64
	"Henrico County, VA"	"51087"	84	654399	12.84
	"Henry County, VA"	"51089"	14	102672	Unreliable
	"James City County, VA"	"51095"	30	149928	20.01
	"Loudoun County, VA"	"51107"	71	784025	9.06
	"Louisa County, VA"	"51109"	18	71096	Unreliable
	"Lunenburg County, VA"	"51111"	10	24508	Unreliable
	"Mecklenburg County, VA"	"51117"	12	61578	Unreliable
	"Montgomery County, VA"	"51121"	15	197161	Unreliable
	"Page County, VA"	"51139"	12	47385	Unreliable
	"Pittsylvania County, VA"	"51143"	14	122945	Unreliable
	"Powhatan County, VA"	"51145"	10	57044	Unreliable
	"Prince William County, VA"	"51153"	83	918233	9.04
	"Roanoke County, VA"	"51161"	30	187761	15.98
	"Rockingham County, VA"	"51165"	26	159971	16.25
	"Shenandoah County, VA"	"51171"	16	86400	Unreliable
	"Spotsylvania County, VA"	"51177"	45	265043	16.98
	"Stafford County, VA"	"51179"	22	291010	7.56
	"Tazewell County, VA"	"51185"	19	83245	Unreliable
	"Warren County, VA"	"51187"	14	78718	Unreliable
	"Washington County, VA"	"51191"	13	108601	Unreliable
	"Wise County, VA"	"51195"	17	77814	Unreliable
	"York County, VA"	"51199"	20	135715	14.74
	"Alexandria city, VA"	"51510"	32	315845	10.13
	"Bristol city, VA"	"51520"	10	33750	Unreliable
	"Charlottesville city, VA"	"51540"	12	94931	Unreliable
	"Chesapeake city, VA"	"51550"	63	478337	13.17
	"Colonial Heights city, VA"	"51570"	15	35602	Unreliable
	"Danville city, VA"	"51590"	10	83028	Unreliable
	"Fredericksburg city, VA"	"51630"	10	56657	Unreliable
	"Hampton city, VA"	"51650"	44	270079	16.29
	"Hopewell city, VA"	"51670"	11	45356	Unreliable
	"Lynchburg city, VA"	"51680"	25	161207	15.51
	"Newport News city, VA"	"51700"	58	361213	16.06
	"Norfolk city, VA"	"51710"	68	489818	13.88
	"Petersburg city, VA"	"51730"	17	63632	Unreliable
	"Portsmouth city, VA"	"51740"	39	189824	20.55
	"Richmond city, VA"	"51760"	67	450202	14.88
	"Roanoke city, VA"	"51770"	34	199497	17.04
	"Salem city, VA"	"51775"	14	51411	Unreliable
	"Suffolk city, VA"	"51800"	34	179510	18.94
	"Virginia Beach city, VA"	"51810"	121	903037	13.40
	"Winchester city, VA"	"51840"	13	55448	Unreliable
	"Benton County, WA"	"53005"	40	391857	10.21
	"Chelan County, WA"	"53007"	19	152871	Unreliable
	"Clallam County, WA"	"53009"	37	150044	24.66
	"Clark County, WA"	"53011"	118	941661	12.53
	"Cowlitz County, WA"	"53015"	30	212070	14.15
	"Douglas County, WA"	"53017"	12	83272	Unreliable
	"Franklin County, WA"	"53021"	13	182285	Unreliable
	"Grant County, WA"	"53025"	23	188704	12.19
	"Grays Harbor County, WA"	"53027"	32	144325	22.17
	"Island County, WA"	"53029"	22	165795	13.27
	"Jefferson County, WA"	"53031"	12	62373	Unreliable
	"King County, WA"	"53033"	444	4338619	10.23
	"Kitsap County, WA"	"53035"	70	531225	13.18
	"Kittitas County, WA"	"53037"	11	91071	Unreliable
	"Lewis County, WA"	"53041"	25	155266	16.10
	"Mason County, WA"	"53045"	11	125908	Unreliable
	"Okanogan County, WA"	"53047"	21	83296	25.21
	"Pacific County, WA"	"53049"	10	42875	Unreliable
	"Pierce County, WA"	"53053"	185	1738076	10.64
	"Skagit County, WA"	"53057"	34	249300	13.64
	"Snohomish County, WA"	"53061"	173	1589253	10.89
	"Spokane County, WA"	"53063"	145	1005224	14.42
	"Stevens County, WA"	"53065"	15	89169	Unreliable
	"Thurston County, WA"	"53067"	81	555810	14.57
	"Walla Walla County, WA"	"53071"	15	120907	Unreliable
	"Whatcom County, WA"	"53073"	71	438204	16.20
	"Yakima County, WA"	"53077"	55	499829	11.00
	"Berkeley County, WV"	"54003"	31	228445	13.57
	"Brooke County, WV"	"54009"	12	45420	Unreliable
	"Cabell County, WV"	"54011"	32	190945	16.76
	"Fayette County, WV"	"54019"	18	87844	Unreliable
	"Greenbrier County, WV"	"54025"	12	70566	Unreliable
	"Hancock County, WV"	"54029"	10	59038	Unreliable
	"Harrison County, WV"	"54033"	16	136211	Unreliable
	"Jefferson County, WV"	"54037"	16	112706	Unreliable
	"Kanawha County, WV"	"54039"	60	369534	16.24
	"Logan County, WV"	"54045"	19	66625	Unreliable
	"McDowell County, WV"	"54047"	10	37597	Unreliable
	"Marion County, WV"	"54049"	17	112875	Unreliable
	"Marshall County, WV"	"54051"	11	62983	Unreliable
	"Mason County, WV"	"54053"	11	53626	Unreliable
	"Mercer County, WV"	"54055"	20	120221	16.64
	"Mineral County, WV"	"54057"	13	54633	Unreliable
	"Monongalia County, WV"	"54061"	22	209652	10.49
	"Ohio County, WV"	"54069"	20	84551	23.65
	"Putnam County, WV"	"54079"	23	113733	20.22
	"Raleigh County, WV"	"54081"	27	151623	17.81
	"Randolph County, WV"	"54083"	12	57791	Unreliable
	"Upshur County, WV"	"54097"	12	49123	Unreliable
	"Wayne County, WV"	"54099"	16	80684	Unreliable
	"Wood County, WV"	"54107"	26	170747	15.23
	"Barron County, WI"	"55005"	14	90663	Unreliable
	"Brown County, WI"	"55009"	79	522453	15.12
	"Chippewa County, WI"	"55017"	11	127462	Unreliable
	"Columbia County, WI"	"55021"	19	114175	Unreliable
	"Dane County, WI"	"55025"	114	1067689	10.68
	"Dodge County, WI"	"55027"	15	175854	Unreliable
	"Door County, WI"	"55029"	13	55070	Unreliable
	"Douglas County, WI"	"55031"	16	86793	Unreliable
	"Dunn County, WI"	"55033"	13	89397	Unreliable
	"Eau Claire County, WI"	"55035"	16	206636	Unreliable
	"Fond du Lac County, WI"	"55039"	31	204692	15.14
	"Grant County, WI"	"55043"	10	104213	Unreliable
	"Green County, WI"	"55045"	12	73926	Unreliable
	"Green Lake County, WI"	"55047"	12	37479	Unreliable
	"Jefferson County, WI"	"55055"	31	169457	18.29
	"Kenosha County, WI"	"55059"	34	336704	10.10
	"La Crosse County, WI"	"55063"	29	236396	12.27
	"Manitowoc County, WI"	"55071"	25	158711	15.75
	"Marathon County, WI"	"55073"	35	271335	12.90
	"Marinette County, WI"	"55075"	14	80801	Unreliable
	"Milwaukee County, WI"	"55079"	214	1903533	11.24
	"Oconto County, WI"	"55083"	10	74983	Unreliable
	"Oneida County, WI"	"55085"	15	70855	Unreliable
	"Outagamie County, WI"	"55087"	37	370585	9.98
	"Ozaukee County, WI"	"55089"	23	176743	13.01
	"Polk County, WI"	"55095"	13	86931	Unreliable
	"Portage County, WI"	"55097"	14	140921	Unreliable
	"Racine County, WI"	"55101"	58	391211	14.83
	"Rock County, WI"	"55105"	40	323929	12.35
	"St. Croix County, WI"	"55109"	17	176732	Unreliable
	"Sauk County, WI"	"55111"	22	127930	17.20
	"Shawano County, WI"	"55115"	10	81997	Unreliable
	"Sheboygan County, WI"	"55117"	21	230771	9.10
	"Vernon County, WI"	"55123"	13	61573	Unreliable
	"Vilas County, WI"	"55125"	11	43118	Unreliable
	"Walworth County, WI"	"55127"	22	206041	10.68
	"Washington County, WI"	"55131"	19	269397	Unreliable
	"Waukesha County, WI"	"55133"	109	799045	13.64
	"Waupaca County, WI"	"55135"	18	102758	Unreliable
	"Winnebago County, WI"	"55139"	42	340300	12.34
	"Wood County, WI"	"55141"	23	146233	15.73
	"Laramie County, WY"	"56021"	29	196463	14.76
	"Natrona County, WY"	"56025"	25	160586	15.57
	"Sheridan County, WY"	"56033"	14	60410	Unreliable
"Total"			84462	648846691	13.02
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"ICD-10 Codes: C50.0 (Nipple and areola - Malignant neoplasms); C50.1 (Central portion of breast - Malignant neoplasms); C50.2"
"(Upper-inner quadrant of breast - Malignant neoplasms); C50.3 (Lower-inner quadrant of breast - Malignant neoplasms); C50.4"
"(Upper-outer quadrant of breast - Malignant neoplasms); C50.5 (Lower-outer quadrant of breast - Malignant neoplasms); C50.6"
"(Axillary tail of breast - Malignant neoplasms); C50.8 (Overlapping lesion of breast - Malignant neoplasms); C50.9 (Breast,"
"unspecified - Malignant neoplasms)"
"Year/Month: 2016; 2017"
"Group By: County"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Feb 2, 2020 8:12:41 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Feb 2, 2020 8:12:41 PM"
"---"
Messages:
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above"
"to show zero rows."
"2. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Data are not available for this area for all of the requested years. See Caveats below for more information."
"---"
Caveats:
"1. Data for Prince of Wales-Outer Ketchikan Census Area, AK (FIPS code 02201), Skagway-Hoonah-Angoon Census Area, AK (FIPS code"
"02232) and Wrangell-Petersburg Census Area, AK (FIPS code 02280) are only available for 2013 and earlier; for computational"
"purposes, counts and population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year"
"requests for this entity do not include any data for years after 2013, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014."
"2. Data for Bedford city, Va. (FIPS code 51515) are only available for 2013 and earlier; for computational purposes, counts and"
"population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year requests for this entity do"
"not include any data for years after 2014, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Bedford."
"3. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death"
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code"
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;"
"for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Clifton Forge."
"4. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510)."
"5. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code"
"24005)."
"6. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189)."
"7. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"8. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"9. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"10. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
"11. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes."
