pcp_rate09,pcp_rate10,pcp_rate11,pcp_rate12,pcp_rate13,pcp_rate14,pcp_rate15,pcp_rate16,pcp_rate17,fips,county
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29139,Montgomery County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29141,Morgan County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29143,New Madrid County
28.7,28.7,28.7,28.7,28.7,24.3,28.7,28.7,28.7,29145,Newton County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29147,Nodaway County
28.7,28.7,28.7,28.7,28.7,28.7,NA,NA,NA,29149,Oregon County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29151,Osage County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29153,Ozark County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29155,Pemiscot County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29157,Perry County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29159,Pettis County
28.7,28.7,28,27.2,26.6,25.3,25.3,25.9,26.6,29161,Phelps County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29163,Pike County
28.7,28.7,28.7,28.7,28.7,28.3,28.3,28.6,28.6,29165,Platte County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.6,29167,Polk County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29169,Pulaski County
0,0,NA,NA,NA,28.7,28.7,28.7,28.7,29171,Putnam County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29173,Ralls County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29175,Randolph County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29177,Ray County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29179,Reynolds County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29181,Ripley County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29183,St. Charles County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29185,St. Clair County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29186,Ste. Genevieve County
28.7,28.7,28.6,28,28.3,28.7,28.7,28.7,28.7,29187,St. Francois County
20.7,20.7,25.3,24.3,24.3,24.3,24.3,24.3,24.3,29189,St. Louis County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29195,Saline County
0,0,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29197,Schuyler County
28.7,28.7,28.7,26.6,26.6,24.3,24.3,24.3,24.3,29199,Scotland County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29201,Scott County
28.7,28.7,28.7,28.7,NA,NA,NA,NA,NA,29203,Shannon County
28.7,28.7,NA,NA,NA,NA,NA,NA,NA,29205,Shelby County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29207,Stoddard County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29209,Stone County
0,0,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29211,Sullivan County
28.7,28.7,28.7,28.7,28,28,28.7,28.7,28.6,29213,Taney County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29215,Texas County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29217,Vernon County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29219,Warren County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29221,Washington County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29223,Wayne County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29225,Webster County
0,0,NA,NA,28.7,28.7,28.7,28.7,28.7,29227,Worth County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,29229,Wright County
19.1,19.1,28.7,28.7,28.7,28.3,28.6,28.3,28,29510,St. Louis city
28.6,28.6,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30000,Montana
26.6,26.6,27.2,28,23.1,21.9,23.1,23.1,23.1,30001,Beaverhead County
28.7,28.7,28.7,27.7,28.3,28.3,28,28.6,28.7,30003,Big Horn County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30005,Blaine County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30007,Broadwater County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30009,Carbon County
0,0,0,0,0,0,0,0,0,30011,Carter County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30013,Cascade County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30015,Chouteau County
23.1,23.1,24.3,26.6,28.3,28.3,27.7,28.7,27.7,30017,Custer County
0,0,28.7,28.7,25.3,25.3,25.3,25.3,0,30019,Daniels County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30021,Dawson County
28.7,28.7,28.7,28.3,27.2,25.9,25.9,23.1,23.1,30023,Deer Lodge County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30025,Fallon County
25.9,25.9,26.6,26.6,26.6,25.3,26.6,26.6,28.7,30027,Fergus County
28,28,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30029,Flathead County
27.2,27.2,28.6,28.6,28.3,28.6,28.7,28.7,28.7,30031,Gallatin County
0,0,0,0,0,0,0,0,0,30033,Garfield County
28.6,28.6,28.6,25.9,27.7,27.7,28,28.6,28.6,30035,Glacier County
27.2,27.2,25.3,25.3,24.3,25.3,25.3,24.3,24.3,30037,Golden Valley County
0,0,28.7,NA,28.7,28.7,28.7,28.7,28.7,30039,Granite County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30041,Hill County
28.7,28.7,28.7,27.2,26.6,27.2,28.3,28.3,28.7,30043,Jefferson County
0,0,NA,NA,NA,NA,0,0,0,30045,Judith Basin County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30047,Lake County
28.3,28.3,28.6,28.3,28,28,28,28,28.3,30049,Lewis and Clark County
16.9,16.9,23.1,24.3,28.7,28.7,28.7,28.7,28.7,30051,Liberty County
28.7,28.7,28.7,28.7,28.7,28.7,28.3,28.7,28.7,30053,Lincoln County
0,0,0,0,0,0,0,0,0,30055,McCone County
27.7,27.7,28.7,28.7,28.7,28.7,28.7,28.7,28,30057,Madison County
28.7,28.7,28.7,26.6,26.6,28.7,28.7,25.9,25.9,30059,Meagher County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30061,Mineral County
28,28,28,28.3,27.7,27.2,27.7,27.7,27.7,30063,Missoula County
0,0,NA,NA,NA,NA,NA,NA,NA,30065,Musselshell County
25.9,25.9,28.3,26.6,25.9,25.3,25.3,24.3,24.3,30067,Park County
0,0,0,0,0,0,0,0,0,30069,Petroleum County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30071,Phillips County
28.3,28.3,28.6,28.7,28.7,28.7,28.7,28.7,28.7,30073,Pondera County
0,0,0,0,0,0,0,0,0,30075,Powder River County
27.2,27.2,23.1,25.3,25.3,26.6,26.6,28.7,28.7,30077,Powell County
27.7,27.7,28.3,28.3,28.3,28.3,0,0,0,30079,Prairie County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30081,Ravalli County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30083,Richland County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30085,Roosevelt County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30087,Rosebud County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.3,30089,Sanders County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30091,Sheridan County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.3,28.6,30093,Silver Bow County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30095,Stillwater County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30097,Sweet Grass County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30099,Teton County
27.2,27.2,27.7,27.2,27.2,28.7,28.7,28.7,28.7,30101,Toole County
0,0,0,0,21.9,20.7,0,0,0,30103,Treasure County
28,28,28.7,28.7,28.7,28.7,28.7,28.7,28.7,30105,Valley County
27.2,27.2,NA,NA,NA,NA,NA,NA,NA,30107,Wheatland County
0,0,0,0,0,0,0,0,0,30109,Wibaux County
26.6,26.6,28.3,28.6,28.6,28.6,28,28,28.3,30111,Yellowstone County
27.7,27.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31000,Nebraska
28,28,28.3,28.6,28.7,28.7,28.3,28.6,28.6,31001,Adams County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31003,Antelope County
0,0,0,0,0,0,0,0,0,31005,Arthur County
0,0,0,0,0,0,0,0,0,31007,Banner County
0,0,0,0,0,0,0,0,0,31009,Blaine County
20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,31011,Boone County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31013,Box Butte County
14.8,14.8,21.9,20.7,20.7,20.7,20.7,20.7,20.7,31015,Boyd County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,26.6,31017,Brown County
26.6,26.6,27.7,28,28.3,27.7,27.7,28,28,31019,Buffalo County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31021,Burt County
28.7,28.7,28.7,28.7,28.7,28.7,28.3,28.3,28.3,31023,Butler County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31025,Cass County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31027,Cedar County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31029,Chase County
28.7,28.7,28.7,28.7,28,28.7,28.7,28.7,28.7,31031,Cherry County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31033,Cheyenne County
28.7,28.7,28.7,NA,28.7,28.7,28.7,28.7,28.7,31035,Clay County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31037,Colfax County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31039,Cuming County
27.7,27.7,27.7,27.7,27.7,27.7,28.3,28.7,28.7,31041,Custer County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31043,Dakota County
28.6,28.6,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31045,Dawes County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31047,Dawson County
28.7,28.7,28.7,28.7,0,0,0,0,0,31049,Deuel County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31051,Dixon County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31053,Dodge County
19.1,19.1,27.2,27.2,27.2,26.6,25.9,25.9,25.9,31055,Douglas County
28.7,28.7,27.2,26.6,27.2,28.7,28.7,28.7,28.7,31057,Dundy County
28.3,28.3,28.3,28.3,28.3,28,28,28,28.7,31059,Fillmore County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31061,Franklin County
0,0,NA,NA,NA,NA,NA,NA,NA,31063,Frontier County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31065,Furnas County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31067,Gage County
0,0,NA,NA,0,0,0,0,0,31069,Garden County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31071,Garfield County
0,0,28.7,28.7,28.7,0,0,0,0,31073,Gosper County
0,0,0,0,0,0,0,0,0,31075,Grant County
0,0,NA,NA,NA,NA,NA,NA,NA,31077,Greeley County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31079,Hall County
28.7,28.7,28,28.7,28.7,28.7,28,28,28,31081,Hamilton County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.3,31083,Harlan County
0,0,0,0,0,26.6,0,0,0,31085,Hayes County
0,0,NA,NA,NA,NA,NA,NA,NA,31087,Hitchcock County
24.3,24.3,25.9,25.9,25.9,25.9,27.2,25.3,25.3,31089,Holt County
9,9,9,9,9,9,9,9,9,31091,Hooker County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31093,Howard County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31095,Jefferson County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31097,Johnson County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31099,Kearney County
26.6,26.6,28.3,28.7,28.7,28.7,28.7,28.7,28,31101,Keith County
0,0,0,0,0,0,0,0,0,31103,Keya Paha County
0,0,NA,28.7,NA,NA,28.7,28.7,28.7,31105,Kimball County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31107,Knox County
28.3,28.3,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31109,Lancaster County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31111,Lincoln County
0,0,0,0,0,0,0,0,0,31113,Logan County
0,0,0,0,0,0,0,0,0,31115,Loup County
0,0,0,0,0,0,0,0,0,31117,McPherson County
26.6,26.6,28.7,28.6,28.7,28.7,28.7,28.7,28.7,31119,Madison County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31121,Merrick County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31123,Morrill County
0,0,NA,NA,NA,NA,NA,NA,NA,31125,Nance County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31127,Nemaha County
25.3,25.3,25.9,25.3,25.3,25.3,25.3,25.3,25.3,31129,Nuckolls County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31131,Otoe County
28.7,28.7,28.7,28.7,25.9,25.9,25.9,25.3,28.7,31133,Pawnee County
28.7,28.7,26.6,26.6,28.7,28.7,28.7,28.7,28.7,31135,Perkins County
27.2,27.2,27.2,27.2,27.2,28.7,28,28.7,28.7,31137,Phelps County
27.2,27.2,27.2,27.2,27.2,28.3,27.2,27.2,28.3,31139,Pierce County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31141,Platte County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31143,Polk County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31145,Red Willow County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31147,Richardson County
0,0,28.7,0,28.7,28.7,0,0,0,31149,Rock County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31151,Saline County
28.6,28.6,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31153,Sarpy County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31155,Saunders County
28.7,28.7,28.7,28.7,28.7,28.6,28.7,28.7,28.7,31157,Scotts Bluff County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31159,Seward County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,27.2,28.7,31161,Sheridan County
28.7,28.7,28.7,NA,NA,NA,NA,NA,NA,31163,Sherman County
0,0,0,0,28.7,28.7,28.7,28.7,28.6,31165,Sioux County
0,0,NA,NA,NA,NA,NA,NA,NA,31167,Stanton County
28.7,28.7,28.7,27.2,27.2,28.7,28.7,28.7,27.2,31169,Thayer County
0,0,0,0,0,0,0,0,0,31171,Thomas County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31173,Thurston County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,27.2,20.7,31175,Valley County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31177,Washington County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,31179,Wayne County
28.3,28.3,28.7,28.7,28.6,28.6,28.6,28.6,25.9,31181,Webster County
0,0,0,0,0,0,0,0,0,31183,Wheeler County
28.7,28.7,28.7,28.6,28.6,28.7,28.7,28.7,28.7,31185,York County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,32000,Nevada
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,32001,Churchill County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,32003,Clark County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,32005,Douglas County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,32007,Elko County
0,0,0,0,0,0,0,0,0,32009,Esmeralda County
23.1,23.1,0,28.7,NA,NA,NA,28.7,28.7,32011,Eureka County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,32013,Humboldt County
25.3,25.3,28.7,28.7,28.7,28.7,28.7,28.7,28.7,32015,Lander County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,32017,Lincoln County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,32019,Lyon County
28.7,28.7,26.6,28,28.3,28.3,28.7,28.7,28.7,32021,Mineral County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,32023,Nye County
28.7,28.7,NA,NA,NA,NA,NA,NA,NA,32027,Pershing County
0,0,NA,NA,NA,NA,NA,NA,NA,32029,Storey County
27.7,27.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,32031,Washoe County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,32033,White Pine County
28.3,28.3,28.7,28.7,28.6,28,28,28.6,28.6,32510,Carson City
26.6,26.6,28,27.7,27.7,27.7,27.7,27.7,28,33000,New Hampshire
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,33001,Belknap County
28.7,28.7,28.7,28.7,28.7,28.3,28.3,28.6,28.3,33003,Carroll County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,33005,Cheshire County
25.9,25.9,24.3,23.1,25.3,25.3,25.3,25.3,25.9,33007,Coos County
7.3,7.3,14.8,14.8,14.8,14.8,12.6,14.8,14.8,33009,Grafton County
28,28,28.6,28.3,28,28,28.3,28.3,28.3,33011,Hillsborough County
23.1,23.1,25.3,24.3,24.3,25.3,25.3,25.3,25.9,33013,Merrimack County
28.7,28.7,28.7,28.7,28.7,28.3,28.6,28.7,28.7,33015,Rockingham County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,33017,Strafford County
27.7,27.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,33019,Sullivan County
25.9,25.9,28.3,28.3,28.3,28.3,28.3,28.3,28.3,34000,New Jersey
28.6,28.6,28.7,28.7,28.7,28.7,28.7,28.7,28.6,34001,Atlantic County
19.1,19.1,24.3,24.3,23.1,24.3,24.3,24.3,24.3,34003,Bergen County
28.7,28.7,28,28.3,28,28.3,28.3,28.6,28.6,34005,Burlington County
26.6,26.6,27.2,27.2,26.6,26.6,26.6,26.6,26.6,34007,Camden County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,34009,Cape May County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,34011,Cumberland County
21.9,21.9,28.3,28.3,28.3,28.3,28.6,28.6,28.6,34013,Essex County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,34015,Gloucester County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,34017,Hudson County
20.7,20.7,24.3,24.3,25.3,25.3,25.3,25.3,24.3,34019,Hunterdon County
24.3,24.3,26.6,26.6,26.6,25.9,26.6,25.9,26.6,34021,Mercer County
21.9,21.9,28,27.7,27.7,27.7,27.7,27.7,27.2,34023,Middlesex County
21.9,21.9,25.9,25.3,25.3,25.3,25.3,25.3,25.3,34025,Monmouth County
23.1,23.1,26.6,26.6,26.6,26.6,26.6,26.6,26.6,34027,Morris County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,34029,Ocean County
28.3,28.3,28.7,28.7,28.7,28.7,28.7,28.7,28.7,34031,Passaic County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,34033,Salem County
20.7,20.7,25.9,25.9,25.9,25.9,25.9,25.3,25.3,34035,Somerset County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,34037,Sussex County
27.2,27.2,28.7,28.7,28.7,28.7,28.7,28.7,28.7,34039,Union County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,34041,Warren County
28,28,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35000,New Mexico
23.1,23.1,28,27.2,27.2,26.6,26.6,26.6,26.6,35001,Bernalillo County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35003,Catron County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35005,Chaves County
28.6,28.6,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35006,Cibola County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35007,Colfax County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35009,Curry County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35011,DeBaca County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35013,Dona Ana County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35015,Eddy County
28.3,28.3,28.6,28.7,28.7,28.7,28.7,28.6,28.6,35017,Grant County
28.7,28.7,28.7,28.7,28.3,28.7,28,28.7,28.7,35019,Guadalupe County
0,0,0,0,0,0,0,0,0,35021,Harding County
0,0,NA,NA,NA,NA,NA,NA,NA,35023,Hidalgo County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35025,Lea County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35027,Lincoln County
19.1,19.1,19.1,16.9,16.9,16.9,16.9,19.1,20.7,35028,Los Alamos County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35029,Luna County
28,28,28.6,28.7,28.6,28.6,28.7,28.7,28.7,35031,McKinley County
28.7,28.7,NA,NA,NA,NA,NA,NA,NA,35033,Mora County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35035,Otero County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35037,Quay County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35039,Rio Arriba County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35041,Roosevelt County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35043,Sandoval County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35045,San Juan County
28.3,28.3,27.7,28.7,28.7,28.7,28.7,28.7,28.7,35047,San Miguel County
25.9,25.9,26.6,26.6,27.2,25.9,26.6,26.6,25.9,35049,Santa Fe County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35051,Sierra County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35053,Socorro County
24.3,24.3,26.6,26.6,27.7,27.2,27.2,27.2,27.7,35055,Taos County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35057,Torrance County
25.9,25.9,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35059,Union County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,35061,Valencia County
23.1,23.1,28.6,28.6,28.6,28.3,28.3,28.6,28.3,36000,New York
21.9,21.9,27.7,27.7,27.2,27.2,26.6,25.9,26.6,36001,Albany County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36003,Allegany County
27.2,27.2,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36005,Bronx County
25.3,25.3,28.6,28.6,28.7,28.3,28.3,28.6,28.3,36007,Broome County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36009,Cattaraugus County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36011,Cayuga County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36013,Chautauqua County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.6,28.7,36015,Chemung County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36017,Chenango County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36019,Clinton County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36021,Columbia County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36023,Cortland County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36025,Delaware County
28.6,28.6,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36027,Dutchess County
24.3,24.3,28.7,28.7,28.7,28.6,28.6,28.6,28.6,36029,Erie County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36031,Essex County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36033,Franklin County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36035,Fulton County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36037,Genesee County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36039,Greene County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36041,Hamilton County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36043,Herkimer County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36045,Jefferson County
24.3,24.3,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36047,Kings County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36049,Lewis County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36051,Livingston County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36053,Madison County
19.1,19.1,27.2,26.6,26.6,26.6,26.6,26.6,26.6,36055,Monroe County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36057,Montgomery County
12.6,12.6,20.7,20.7,20.7,20.7,20.7,20.7,21.9,36059,Nassau County
9,9,23.1,23.1,21.9,21.9,21.9,21.9,21.9,36061,New York County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36063,Niagara County
28,28,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36065,Oneida County
20.7,20.7,28,28,27.7,27.2,27.2,27.7,27.2,36067,Onondaga County
27.2,27.2,28.6,28.6,28.6,28.3,28.3,28.3,28.3,36069,Ontario County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36071,Orange County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36073,Orleans County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36075,Oswego County
19.1,19.1,25.9,27.2,26.6,25.3,25.3,25.3,25.3,36077,Otsego County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36079,Putnam County
26.6,26.6,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36081,Queens County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,36083,Rensselaer County
